settlement_id,decision,confidence_score,is_fully_reconciled,stage1_transaction_ids,stage1_gross_sum_minor,stage1_payout_gross_minor,stage2_bank_entry_ids,stage2_bank_credit_sum_minor,stage2_payout_net_minor,failure_reasons,validator_checks
PO_2089,AUTO_APPROVED,0.8768,True,TXN_1125,102430,102430,BNK_3097,102430,102430,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2020,AUTO_APPROVED,0.8768,True,TXN_1030,127360,127360,BNK_3025,127360,127360,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2243,AUTO_APPROVED,0.9061,True,TXN_1331,181480,181480,BNK_3266,181480,181480,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2312,AUTO_APPROVED,0.8918,True,TXN_1423,19510,19510,BNK_3337,19510,19510,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2293,AUTO_APPROVED,0.8963,True,TXN_1399,30210,30210,BNK_3319,30210,30210,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2249,NEEDS_REVIEW,0.7911,False,TXN_1342;TXN_1341;TXN_1340,352720,352720,BNK_3273,345667,345667,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2336,UNRESOLVED,0.0,False,TXN_1453,48480,48480,,0,48480,STAGE2_NO_VALID_BANK_ENTRIES_MATCHED,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": false, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2197,AUTO_APPROVED,0.8925,True,TXN_1264,229350,229350,BNK_3217,229350,229350,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2136,AUTO_APPROVED,0.8957,True,TXN_1191,112660,112660,BNK_3150,112660,112660,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2211,UNRESOLVED,0.9076,False,TXN_1284,182650,182650,BNK_3232,182650,182650,"Payout equation failed: gross=182,650 paise; fees=500 paise; refunds=0 paise; chargebacks=0 paise; expected net=182,150 paise; reported net=182,650 paise","{""PAYOUT_INTERNAL_EQUATION"": false, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2177,AUTO_APPROVED,0.8924,True,TXN_1241,123560,123560,BNK_3196,96377,96377,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2275,AUTO_APPROVED,0.8965,True,TXN_1372,126590,126590,BNK_3300,126590,126590,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2147,AUTO_APPROVED,0.8938,True,TXN_1205,189050,189050,BNK_3162,189050,189050,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2364,AUTO_APPROVED,0.8917,True,TXN_1493,16580,16580,BNK_3392,16580,16580,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2289,AUTO_APPROVED,0.8926,True,TXN_1392,84690,84690,BNK_3315,84690,84690,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2055,NEEDS_REVIEW,0.6843,False,TXN_1073,173900,173900,BNK_3061,170422,170422,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2052,NEEDS_REVIEW,0.6843,False,TXN_1070,226940,226940,BNK_3058,222402,222402,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2299,AUTO_APPROVED,0.8971,True,TXN_1406,93390,93390,BNK_3325,91186,91186,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2302,AUTO_APPROVED,0.8947,True,TXN_1409,60560,60560,BNK_3328,59131,59131,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2291,NEEDS_REVIEW,0.7885,False,TXN_1397;TXN_1396;TXN_1395;TXN_1394,292900,292900,BNK_3317,287043,287043,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2076,AUTO_APPROVED,0.8957,True,TXN_1107,199140,199140,BNK_3082,199140,199140,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2077,AUTO_APPROVED,0.93,True,TXN_1108,191720,191720,BNK_3083,191720,191720,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
